dummy|dummy|dummy|dummy|dummy|dummy|dummy|dummy|dummy|dummy|dummy|dummy|dummy|dummy|dummy|dummy|dummy|dummy|dummy|dummy|dummy|dummy|dummy|dummy|dummy|dummy|dummy|dummy|dummy|dummy|dummy|dummy|dummy|dummy|dummy
mclCubiscan/mclCubiscanDate|N|mclCubiscan|100|datetime|||||||||||||E|N|en|Cubiscan Date|Date an item was cubiscaned.  Example: 39857|LoopGroupRo |Date|2600|Left|150|Left|150|||Active||NULL|added to IM 6.5 - McLane, added PI 1.2.1 superuser
mclCubiscan/mclCubiscanProductType|N|mclCubiscan|100|text||2|1|N|ProductTypeCodes_hub||||||||R|N|en|Product Type|Describes the hierarchical level of the trade item.|LoopGroupRo |Text|2700|Left|100|Left||||Active||NULL|added to IM 6.5 - McLane, added PI 1.2.1 superuser
mclCubiscan/mclCubiscanGTIN|N|mclCubiscan|100|text||14|1|N|||||||||R|N|en|Cubiscan GTIN|GTIN of the item that was cusbiscaned|LoopGroupRo |Text|2800|Left|20|Left|20|||Active||NULL|added to IM 6.5 - McLane, added PI 1.2.1 superuser
mclCubiscan/mclCubiscanLengthDepth|N|mclCubiscan|100|float|5|5|2||||||||||E|N|en|Cubiscan Length (Depth)|Depth of case, always in inches.  Example: 17.25|LoopGroupRo |Float|2900|Left|100|Left||||Active||NULL|added to IM 6.5 - McLane, added PI 1.2.1 superuser
mclCubiscan/mclCubiscanWidth|N|mclCubiscan|100|float|5|5|2||||||||||E|N|en|Cubiscan Width|Width of case, always in inches.  Example: 10.15|LoopGroupRo |Float|3000|Left|100|Left||||Active||NULL|added to IM 6.5 - McLane, added PI 1.2.1 superuser
mclCubiscan/mclCubiscanHeight|N|mclCubiscan|100|float|5|5|2||||||||||E|N|en|Cubiscan Height|Height of case, always in inches.  Example: 15.25|LoopGroupRo |Float|3100|Left|100|Left||||Active||NULL|added to IM 6.5 - McLane, added PI 1.2.1 superuser
mclCubiscan/mclCubiscanWeight|N|mclCubiscan|100|float|7|7|2|||M|uom|text||10|1|mcl_CubiscanWeights|E|N|en|Cubiscan Weight & UOM|Weight of case,ounces or pounds.  Example: 15.2|LoopGroupRo |Float|3200|Left|200|Left|100|||Active||NULL|added to IM 6.5 - McLane, added PI 1.2.1 superuser
mclPackagingInformationBanner|N||||||||||||||||E|N|en|Packaging Information|Packaging Information|Banner|Label|3300|Left|200|Left||||Active||NULL|added to IM 6.5 - McLane, added PI 1.2.1 superuser
mclPack|N|||integer||4|1||||||||||E|N|en|Pack|number of retails in an inner.  Example: 12|Horizontal|Integer|3400|Left|200|Left||||Active||MANDATORY_BEFORE|added to IM 6.5 - McLane, added PI 1.2.1 superuser
mclRepack|N|||integer||5|1||||||||||E|N|en|Repack|Number of inner's in a case.  Example: 8|Horizontal|Integer|3500|Left|200|Left||||Active||MANDATORY_BEFORE|added to IM 6.5 - McLane, added PI 1.2.1 superuser
mclConsumerUnits/mclProductTypeOfConsumerUnits|N|mclConsumerUnits|100|text||2|1|N|ProductTypeCodes_hub||||||||R|N|en|Consumer Units Product Type|Describes the hierarchical level of the trade item.|LoopGroupRo |Text|3600|Left|100|Left||||Active||NULL|added to IM 6.5 - McLane, added PI 1.2.1 superuser
mclConsumerUnits/mclGtinOfConsumerUnits|N|mclConsumerUnits|100|text||14|1|N|||||||||R|N|en|Consumer Units GTIN|The Global Trade Item Number is the standard 14-digit number used to identify all trade items in 1SYNC Item Management. For a more detailed definition, refer to the introductory section of this document.|LoopGroupRo |Text|3700|Left|20|Left|20|||Active||NULL|added to IM 6.5 - McLane, added PI 1.2.1 superuser
mclConsumerUnits/mclConsumerUnits|N|mclConsumerUnits|100|integer||6|1||||||||||E|N|en|Consumer Units|Number of consumer units in case. Example: 12|LoopGroupRo |Integer|3800|Left|100|Left||||Active||MANDATORY_BEFORE|added to IM 6.5 - McLane, added PI 1.2.1 superuser
